normalized_name,status,start_date,end_date,mise_a_jour,date_dernier_rapport,normalized_molecule_name,atc_code,atc_class_code,atc_class_name,manufacturer
"URAPIDIL STRAGEN LP 60 mg, gélule à libération prolongée",Tension,2021-05-07,,2021-05-07,2021-05-17,Urapidil,C02CA06,C,Système cardiovasculaire,Stragen
"URSOLVAN 200 mg, gélule",Rupture,2023-07-21,2024-01-24,2023-11-24,2023-12-05,Acide ursodéoxycholique,A05AA02,A,Voies digestives et métabolisme,Cheplapharm
"URSOLVAN 200 mg, gélule",Tension,2024-01-24,2024-02-15,2024-01-24,2024-02-04,Acide ursodéoxycholique,A05AA02,A,Voies digestives et métabolisme,Cheplapharm
"UVADEX 20 microgrammes/ml, solution pour la modification de la fraction sanguine",Tension,2022-05-16,,2022-05-16,2024-02-04,Méthoxsalène,L01EC01,L,Antinéoplasiques et immunomodulateurs,0
"VABOREM 1g/1g, poudre pour solution à diluer pour perfusion",Tension,2021-07-26,2021-08-27,2021-07-26,2021-08-11,Méropénem/Vaborbactam,J01DH52,J,Anti-infectieux à usage systémique,MSD
"VALIUM 1 pour cent, solution buvable en gouttes",Rupture,2022-03-21,2022-04-21,2022-03-21,2022-04-05,Diazépam,N05BA01,N,Système nerveux,Atnahs Pharma
"VALIUM 1 pour cent, solution buvable en gouttes",Tension,2022-04-21,2023-03-08,2022-04-21,2023-03-01,Diazépam,N05BA01,N,Système nerveux,Atnahs Pharma
"VALPROATE DE SODIUM L.P. 500 mg, comprimé pelliculé sécable à libération prolongée",Tension,2024-02-08,,2024-02-08,2024-05-07,Sodium (valproate de),N03AG01,N,Système nerveux,0
VAMINOLACT solution pour perfusion en flacon de verre de 100 ml,Rupture,2019-12-30,,2021-04-19,2023-09-27,Alanine / Arginine / Acide aspartique / …,B05BA01,B,Sang et organes hématopoïétiques,Fresenius Kabi
VAMINOLACT solution pour perfusion en flacon de verre de 1000 ml,Rupture,2019-12-31,,2021-04-19,2023-09-27,Alanine / Arginine / Acide aspartique / …,B05BA01,B,Sang et organes hématopoïétiques,Fresenius Kabi
"VECTARION injectable, lyophilisat et solution pour préparation injectable",Rupture,2020-12-18,,2021-12-30,2022-04-05,Almitrine (mésilate d'),R07AB 07,R,Système respiratoire,Servier
"VECTARION injectable, lyophilisat et solution pour préparation injectable",Arret,2022-04-06,,2022-04-06,2022-05-01,Almitrine (mésilate d'),R07AB 07,R,Système respiratoire,Servier
"VELBE 10 mg, poudre pour solution injectable I.V.",Tension,2022-09-22,2023-10-19,2023-09-19,2023-10-04,Vinblastine (sulfate de),L01CA01,L,Antinéoplasiques et immunomodulateurs,EG Labo
"VENIN de guêpe Polistes spp 550 microgrammes, poudre pour solution injectable",Tension,2020-09-15,,2021-04-19,2021-12-05,Venin de guêpe,V01AA02,V,Divers,Stallergenes
"VENTOLINE 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose",Tension,2022-07-18,2023-01-19,2022-07-18,2023-01-05,Salbutamol,R03AC02,R,Système respiratoire,0
"VERCYTE 25 mg, comprimé",Tension,2023-11-07,2024-02-27,2023-11-07,2024-02-04,Pipobroman,L01XX01,L,Antinéoplasiques et immunomodulateurs,0
"VERKAZIA 1 mg/ml, collyre en émulsion",Tension,2022-12-22,2023-03-23,2023-01-17,2023-03-01,Ciclosporine,L04AD01,L,Antinéoplasiques et immunomodulateurs,Santen
"VERKAZIA 1 mg/ml, collyre en émulsion",Rupture,2023-03-23,2023-05-05,2023-03-23,2023-05-01,Ciclosporine,L04AD01,L,Antinéoplasiques et immunomodulateurs,Santen
"VFEND 40 mg/ml, poudre pour suspension buvable",Rupture,2023-05-31,2023-08-11,2023-05-31,2023-08-01,Voriconazole,J02AC03,J,Anti-infectieux à usage systémique,Pfizer
"VFEND 40 mg/ml, poudre pour suspension buvable",Rupture,2023-10-31,2023-12-05,2023-10-31,2023-12-05,Voriconazole,J02AC03,J,Anti-infectieux à usage systémique,Pfizer
"VIALEBEX 40 mg/mL, solution pour perfusion ; Vialebex 200 g/L, solution pour perfusion",Rupture,2022-06-17,2022-09-23,2022-06-17,2022-09-01,Albumine humaine,B05AA01,B,Sang et organes hématopoïétiques,LFB
"VIALEBEX 40 mg/mL, solution pour perfusion ; Vialebex 200 g/L, solution pour perfusion",Tension,2022-09-23,,2022-12-08,2023-09-27,Albumine humaine,B05AA01,B,Sang et organes hématopoïétiques,LFB
"VIALEBEX 40 mg/mL, solution pour perfusion 500mL",Rupture,2021-11-08,2022-01-04,2021-11-08,2021-12-05,Albumine humaine,B05AA01,B,Sang et organes hématopoïétiques,Baxter
"VICTOZA 6 mg/ml, solution injectable en stylo prérempli",Tension,2023-06-02,,2023-12-06,2024-05-07,Liraglutide,A10BJ02,A,Voies digestives et métabolisme,0
"VINCRISTINE 1 mg/ml, solution injectable - EG Labo : Oncovin 1 mg, solution injectable - TEVA Santé : Vincristine Teva 1 mg/ml solution injectable - Pfizer :  Vincristine Hospira 2 mg/2 ml, solution injectable",Tension,2021-10-04,,2022-01-18,2023-04-19,Vincristine,L01CA02,L,Antinéoplasiques et immunomodulateurs,0
"VINCRISTINE TEVA 1 mg/mL, solution injectable",Rupture,2021-06-21,,2021-06-21,2021-09-21,Vincristine,L01CA02,L,Antinéoplasiques et immunomodulateurs,Teva
"VIPERFAV, solution à diluer pour perfusion",Rupture,2023-03-21,2023-07-10,2023-03-21,2023-06-06,Fragments F(ab')2 d'immunoglobuline équine antivenimeuse de vipère européenne,V03AB,V,Divers,0
"VIPERFAV, solution à diluer pour perfusion",Tension,2023-07-10,,2024-01-15,2024-05-07,Fragments F(ab')2 d'immunoglobuline équine antivenimeuse de vipère européenne,V03AB,V,Divers,0
"VIROPHTA, préparation pour collyre (lyophilisat et solvant)",Tension,2023-07-28,2023-12-22,2023-10-10,2023-12-05,Trifluridine,S01AD02,S,Organes sensoriels,Horus Pharma
"VIROPHTA, préparation pour collyre (lyophilisat et solvant)",Rupture,2023-12-22,2024-02-22,2024-01-29,2024-02-04,Trifluridine,S01AD02,S,Organes sensoriels,Horus Pharma
"VISIPAQUE 270 mg d’I/ml – 320 mg d’I/ml, solution injectable",Tension,2022-06-03,,2022-06-03,2023-11-10,Iodixanol,V08AB09,V,Divers,0
VISUDYNE 15 mg  poudre pour solution pour perfusion,Tension,2021-03-17,2021-06-02,2021-03-17,2021-05-17,Vertéporfine ,S01LA01,S,Organes sensoriels,Cheplapharm
VISUDYNE 15 mg  poudre pour solution pour perfusion,Rupture,2021-06-02,2021-11-10,2021-06-02,2021-10-08,Vertéporfine ,S01LA01,S,Organes sensoriels,Cheplapharm
VISUDYNE 15 mg  poudre pour solution pour perfusion,Tension,2021-11-10,,2024-01-31,2024-05-07,Vertéporfine ,S01LA01,S,Organes sensoriels,Cheplapharm
"VITAMINE A Dulcis 25 000 U.I. pour 100 g, pommade ophtalmique",Tension,2023-07-21,,2024-04-09,2024-05-07,"Concentrât de vitamine A synthétique, forme huileuse",A11CA01,A,Voies digestives et métabolisme,0
"VITRAKVI 20 mg/ml, solution buvable flacon de 100 ml",Rupture,2020-07-22,,2021-04-19,2023-11-10,Larotrectinib,L01XE56,L,Antinéoplasiques et immunomodulateurs,Bayer
VIVELLEDOT,Tension,2021-04-05,,2020-12-18,2021-05-17,Estradiol,G03CA03,G,Système génito-urinaire et hormones sexuelles,Novartis
"VOGALENE 0,1 %, solution buvable en flacon",Tension,2021-12-20,2022-03-17,2021-12-20,2022-02-07,Métopimazine,A04AD05,A,Voies digestives et métabolisme,Teva
VORICONAZOLE ARROW 200 mg  poudre pour solution pour perfusion,Tension,2021-03-09,2021-09-24,2021-04-19,2021-09-21,Voriconazole,J02AC03,J,Anti-infectieux à usage systémique,Arrow
"VORICONAZOLE OHRE PHARMA 200 mg, poudre pour solution pour perfusion",Rupture,2021-05-31,2021-11-18,2021-05-31,2021-11-10,Voriconazole,J02AC03,J,Anti-infectieux à usage systémique,Ohre Pharma
"VYNDAQEL 61 mg, capsule molle ",Tension,2021-07-23,2022-10-10,2021-10-21,2022-10-06,Tafamidis,N07XX08,N,Système nerveux,Pfizer
"XALKORI 200 mg, gélule",Tension,2023-09-19,2024-01-18,2023-09-19,2023-12-05,Crizotinib,L01XE16,L,Antinéoplasiques et immunomodulateurs,0
"XARELTO 2,5 mg, comprimé pelliculé (boite de 56 comprimés)",Tension,2024-02-13,,2024-02-13,2024-05-07,Rivaroxaban,B01AF01,B,Sang et organes hématopoïétiques,0
"XEPLION 100 mg, suspension injectable à libération prolongée",Tension,2022-02-01,2022-03-01,2022-03-16,2022-04-05,Palipéridone,N05AX13,N,Système nerveux,Janssen-Cilag
"XYDALBA 500 mg, poudre pour solution à diluer pour perfusion",Tension,2023-04-17,2023-11-07,2023-04-17,2023-11-10,Dalbavancine (chlorhydrate de),J01XA04,J,Anti-infectieux à usage systémique,0
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Rupture,2021-05-04,,2021-05-04,2021-07-03,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Tension,2021-07-21,,,2021-12-05,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Tension,2022-04-07,2022-05-16,,2022-05-01,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Rupture,2022-05-16,,2022-10-05,2022-11-19,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Tension,2022-11-21,,2023-02-13,2023-06-06,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Rupture,2023-06-08,,2023-09-19,2023-10-04,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Tension,2023-10-06,,2024-04-05,2024-05-07,Lidocaïne/Adrénaline,N01BB52,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml sans conservateur, solution injectable",Tension,2022-07-26,2022-09-29,2022-07-26,2022-09-01,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml sans conservateur, solution injectable",Rupture,2022-09-29,,2023-06-15,2023-08-01,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml sans conservateur, solution injectable",Tension,2023-08-02,2024-01-10,2023-08-02,2023-12-05,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 10 mg/ml sans conservateur, solution injectable",Tension,2024-04-02,,2024-04-02,2024-05-07,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 2 %, gel urétral en seringue préremplie",Tension,2022-06-24,2022-12-13,2022-10-03,2022-11-19,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Rupture,2021-12-13,2022-03-23,2021-12-13,2022-02-07,Adrénaline / Lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Rupture,2023-02-13,2023-06-14,,2023-06-06,Adrénaline / Lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Tension,2023-06-14,2023-09-06,2023-06-14,2023-08-01,Adrénaline / Lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Rupture,2023-09-06,,2023-09-19,2023-10-04,Adrénaline / Lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable",Tension,2023-10-06,,2024-04-05,2024-05-07,Adrénaline / Lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml sans conservateur, solution injectable",Rupture,2023-01-27,,2023-09-27,2023-11-10,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 20 mg/ml sans conservateur, solution injectable",Tension,2023-11-13,2024-01-10,2023-11-13,2023-12-05,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 5 mg/ml sans conservateur, solution injectable",Rupture,2022-05-23,2022-10-17,2022-09-08,2022-10-06,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 5 mg/ml sans conservateur, solution injectable",Tension,2023-01-26,,2023-01-26,2023-02-02,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 5 mg/ml sans conservateur, solution injectable",Rupture,2023-02-14,,2023-06-15,2023-11-10,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 5 mg/ml sans conservateur, solution injectable",Tension,2023-11-06,2024-01-10,2023-11-06,2023-12-05,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 5 mg/ml sans conservateur, solution injectable",Rupture,2024-04-04,,2024-04-04,2024-04-23,Chlorhydrate de lidocaïne,N01BB02,N,Système nerveux,Aspen Pharma
"XYLOCAINE 5 pour cent à la naphazoline, solution pour application muqueuse (1 flacon de 24 ml)",Rupture,2022-06-24,,2022-08-26,2022-11-19,Nitrate de naphazoline / chlorhydrate de lidocaïne,S01GA51,S,Organes sensoriels,Aspen Pharma
"XYLOCAINE 5 pour cent à la naphazoline, solution pour application muqueuse (1 flacon de 24 ml)",Tension,2022-12-23,2023-01-27,2022-12-23,2023-01-05,Nitrate de naphazoline / chlorhydrate de lidocaïne,S01GA51,S,Organes sensoriels,Aspen Pharma
"XYLOCARD 50 mg/ml, solution injectable pour perfusion",Rupture,2023-06-22,,2023-06-22,2023-08-01,Lidocaïne,N01BB02,N,Système nerveux,0
"XYLOCARD 50 mg/ml, solution injectable pour perfusion",Tension,2023-08-02,2023-11-13,2023-09-27,2023-11-10,Lidocaïne,N01BB02,N,Système nerveux,0
"YDRALBUM 200 g/L, solution pour perfusion",Rupture,2022-12-05,2023-05-04,2023-03-10,2023-05-01,Albumine humaine,B05AA01,B,Sang et organes hématopoïétiques,LFB
"YDRALBUM 200 g/L, solution pour perfusion",Rupture,2023-11-27,,2023-11-27,2024-05-07,Albumine humaine,B05AA01,B,Sang et organes hématopoïétiques,LFB
"YELLOX 0,9 mg/ml, collyre en solution",Rupture,2023-07-25,2023-10-30,2023-07-25,2023-10-04,Bromfénac sodique sesquihydraté,S01BC11,S,Organes sensoriels,Bausch Lomb
"YELLOX 0,9 mg/ml, collyre en solution",Tension,2023-10-30,,2024-01-12,2024-05-07,Bromfénac sodique sesquihydraté,S01BC11,S,Organes sensoriels,Bausch Lomb
"ZALTRAP 25 mg/ml, solution à diluer pour perfusion",Tension,2023-06-13,,2023-06-13,2023-12-05,Aflibercept (mammifère/hamster/cellules cho),S01LA05,S,Organes sensoriels,0
"ZECLAR 0,5 g, poudre pour solution à diluer pour perfusion",Tension,2023-02-08,2023-03-17,2023-02-08,2023-03-01,Clarithromycine,J01FA09,J,Anti-infectieux à usage systémique,0
"ZENTEL 400 mg, comprimé",Tension,2020-10-01,,2021-04-19,2022-10-06,Albendazole,P02CA03,P,"Antiparasitaires, insecticides et répulsifs",GSK
"ZERBAXA 0,1 g/0,5 g, poudre pour solution à diluer pour perfusion",Rupture,2020-12-21,2022-02-14,2021-09-27,2022-02-07,Ceftolozane / Tazobactam,J01DD54,J,Anti-infectieux à usage systémique,MSD
"ZEVALIN 1,6 mg/ml, trousse pour préparations radiopharmaceutiques pour perfusion",Rupture,2020-10-08,,2021-04-19,2023-09-27,Ibritumomab tiuxétan,L01XC02,L,Antinéoplasiques et immunomodulateurs,0
"ZINNAT 125 mg/5 ml enfants et nourrissons, granulés pour suspension buvable en flacon de de 40 ml",Rupture,2023-12-21,,2024-02-09,2024-04-23,Céfuroxime axétil,J01DC02,J,Anti-infectieux à usage systémique,Sandoz
"ZINNAT 125 mg/5 ml enfants et nourrissons, granulés pour suspension buvable en flacon de de 80 ml",Tension,2024-03-05,,2023-12-07,2024-03-01,Céfuroxime axétil,J01DC02,J,Anti-infectieux à usage systémique,Sandoz
"ZINNAT 125 mg/5 ml enfants et nourrissons, granulés pour suspension buvable en flacons de de 40 ml et de 80 ml",Tension,2022-12-16,2023-06-22,2022-12-16,2023-07-22,Céfuroxime axétil,J01DC02,J,Anti-infectieux à usage systémique,Sandoz
"ZIRABEV 25 mg/ml, solution à diluer pour perfusion",Rupture,2021-08-10,,2021-08-31,2021-09-21,Bévacizumab,L01XC07,L,Antinéoplasiques et immunomodulateurs,Ceft Biopharma
"ZIRABEV 25 mg/ml, solution à diluer pour perfusion",Tension,2021-09-21,2022-09-21,2022-07-27,2022-09-01,Bévacizumab,L01XC07,L,Antinéoplasiques et immunomodulateurs,Ceft Biopharma
"ZITHROMAX 250 mg, Zithromax 40mg/mL enfant, poudre pour suspension buvable, Azithromycine 250 mg et 500 mg",Tension,2022-09-06,,2022-01-20,2022-09-01,Azithromycine,J01FA10,J,Anti-infectieux à usage systémique,Pfizer
"ZITHROMAX 40 mg/ml enfants, poudre pour suspension buvable",Tension,2023-02-01,2023-08-31,2023-02-01,2023-08-01,Azithromycine dihydratée,J01FA10,J,Anti-infectieux à usage systémique,Pfizer
"ZITHROMAX 40 mg/ml enfants, poudre pour suspension buvable",Tension,2024-03-08,,2024-03-08,2024-04-23,Azithromycine dihydratée,J01FA10,J,Anti-infectieux à usage systémique,Pfizer
"ZOLSKETIL Pegylated Liposomal 2 mg/mL, dispersion à diluer pour perfusion - Flacon 10 et 25ml",Tension,2023-10-12,,2023-10-12,2023-11-10,Doxorubicine,L01DB01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"ZOLSKETIL Pegylated Liposomal 2 mg/mL, dispersion à diluer pour perfusion - Flacon 25ml",Rupture,2023-07-27,2023-11-10,2023-07-27,2023-08-01,Doxorubicine,L01DB01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"ZOLSKETIL Pegylated Liposomal 2 mg/mL, dispersion à diluer pour perfusion - Flacon de 10 ml",Tension,2023-11-29,2024-01-26,2023-11-29,2023-12-05,Doxorubicine,L01DB01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"ZOLSKETIL Pegylated Liposomal 2 mg/mL, dispersion à diluer pour perfusion - Flacon de 10 ml",Rupture,2024-01-26,2024-02-21,2024-01-26,2024-02-04,Doxorubicine,L01DB01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"ZONISAMIDE MYLAN 100 mg, gélule",Rupture,2021-04-13,,2021-04-19,2022-09-01,Zonisamide,N03AX15,N,Système nerveux,Mylan
"ZOPHREN 2 mg/ml, solution injectable en ampoule (IV) ampoules de 2 ml et 4 ml",Rupture,2023-12-19,,2023-12-19,2024-04-23,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Sandoz
"ZOPHREN 4 mg/5 ml, sirop",Tension,2020-12-23,2021-06-10,2020-12-23,2021-06-03,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Sandoz
"ZOPHREN 4 mg/5 ml, sirop",Tension,2021-08-17,2022-02-28,2021-08-17,2022-02-07,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Sandoz
"ZOPHREN 4 mg/5 ml, sirop",Rupture,2022-02-28,,2022-04-28,2022-09-01,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Sandoz
"ZOPHREN 4 mg/5 ml, sirop",Tension,2022-09-06,2022-10-20,2022-09-06,2022-10-06,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Sandoz
"ZOPHREN 4 mg/5 ml, sirop",Rupture,2022-10-20,,2023-11-06,2024-05-07,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Sandoz
"ZYKADIA 150 mg, gélule",Tension,2022-11-18,,2022-11-18,2023-11-10,Céritinib,L01XE28,L,Antinéoplasiques et immunomodulateurs,0
"ZYPADHERA 210 mg, poudre et solvant pour suspension injectable à libération prolongée",Rupture,2021-08-06,2021-09-28,2021-09-01,2021-09-21,Olanzapine,N05AH03,N,Système nerveux,Cheplapharm
"ZYPADHERA 300 mg, poudre et solvant pour suspension injectable à libération prolongée",Tension,2021-08-06,,2021-09-02,2021-09-21,Olanzapine,N05AH03,N,Système nerveux,0
"ZYPADHERA 405 mg, poudre et solvant pour suspension injectable à libération prolongée",Rupture,2021-08-06,2021-09-02,2021-08-06,2021-08-11,Olanzapine,N05AH03,N,Système nerveux,Cheplapharm
"ZYPADHERA 405 mg, poudre et solvant pour suspension injectable à libération prolongée",Tension,2021-09-02,,2021-09-02,2021-09-21,Olanzapine,N05AH03,N,Système nerveux,Cheplapharm
"ZYVOXID 100 mg/5 ml, granulés pour suspension buvable",Rupture,2024-03-01,,2024-03-01,2024-05-07,Linézolide,J01XX08,J,Anti-infectieux à usage systémique,Pfizer
